,rep,shoulder_angle,elbow_angle,error_1,error_2
158,1,0.32621911971382983,145.1575210071554,False,False
159,1,0.47269637279079907,147.76870259528943,False,False
160,1,1.322986360952609,148.7749009444617,False,False
161,1,2.1261713866849754,151.27662158162838,False,False
162,1,2.8252736173148127,153.7519439715708,False,False
163,1,3.8744402565384646,155.71217116823186,False,False
164,1,4.8036715605989,157.15278987476825,False,False
165,1,5.377513247083627,158.634405998466,False,False
166,1,5.932847335026728,161.1792294581138,False,False
167,1,6.646186591382785,163.01489197912366,False,False
168,1,6.973642330618453,164.88858067936164,False,False
169,1,7.082864857707655,166.24669624203315,False,False
170,1,7.2787314328051735,168.23941920700892,False,False
171,1,7.355710567818992,169.07327098969841,False,False
172,1,7.377733997541834,169.2073862037883,False,False
173,1,7.392104512189577,169.72824307997124,False,False
174,1,7.365224619550101,170.32417244176565,False,False
175,1,7.348325986246681,170.82019866706534,False,False
176,1,7.343439450192121,171.09294828712967,False,False
177,1,7.348109787530559,171.05698557103943,False,False
178,1,7.283071856833275,170.88565558544659,False,False
179,1,7.2102409991104714,170.88799618553884,False,False
180,1,7.0983376300354335,171.01097044564958,False,False
181,1,6.813333090094689,171.36831320905836,False,False
182,1,6.609924048371008,171.97498375623996,False,False
183,1,6.246299855380605,171.31559622761972,False,False
184,1,5.793561578853605,169.45584928002737,False,False
185,1,5.544776739621609,168.14014614155485,False,False
186,1,5.1459585139137145,165.49964359312997,False,False
187,2,4.451512785794826,161.39746905232377,False,False
188,2,3.330668253820087,158.68712462617043,False,False
189,2,2.0639262098322493,154.31113354481639,False,False
190,2,1.225153094416274,150.12141429372812,False,False
191,2,0.9909140012679882,145.4989527871556,False,False
192,2,0.8159341290114185,138.61734160996116,False,False
193,2,0.26918026649158827,131.2246160192832,False,False
194,2,1.0986719709622086,124.17186261850014,False,False
195,2,2.0624188819414835,116.60844327347996,False,False
196,2,3.2143333628419777,104.91315899528415,False,False
197,2,5.780168139931569,94.410919964438,False,False
198,2,7.6038156014569935,87.96654874332141,False,False
199,2,8.209636542750342,76.7567603133027,False,False
200,2,8.348345695396665,70.75496488373308,False,False
201,2,9.893133954621788,63.29167764938256,False,False
202,2,11.190906413300599,59.24083695484651,False,False
203,2,11.331626972477721,58.32328198269052,False,False
204,2,11.843151889175935,52.44903867653898,False,False
205,2,12.969101645180315,49.910620586096954,False,False
206,2,14.99377704217686,45.2621524311559,False,False
207,2,16.977072117949724,43.98727825304581,False,False
208,2,18.38015226696868,42.04771350586597,False,False
209,2,19.67900628493756,40.714044281637946,False,False
210,2,21.230362767395377,39.90808106218448,True,False
211,2,21.763813507397916,38.32245574603699,True,False
212,2,22.60039688091615,37.82458955188336,True,False
213,2,23.055579833576477,37.816312519722224,True,False
214,2,23.269051431893693,37.46158780233629,True,False
215,2,23.366310163790896,36.90662223581024,True,False
216,2,23.159416451511163,36.5848674848533,True,False
217,2,23.10656526576377,36.03780589451167,True,False
218,2,23.078659768830477,35.5706644124416,True,False
219,2,22.965455207241728,35.21542849611141,True,False
220,2,22.969752156457776,34.71660938297932,True,False
221,2,22.856559715900453,34.50911490294092,True,False
222,2,22.7256492407169,34.33779994088169,True,False
223,2,22.63159490879445,34.22893684051574,True,False
224,2,22.484673290648505,34.23672519636948,True,False
225,2,22.15277842018686,34.208499351610996,True,False
226,2,21.849551787294626,34.27010817280804,True,False
227,2,21.447568277377815,34.39523825773051,True,False
228,2,20.907941362679146,34.73355235382147,True,False
229,2,20.469930078418777,35.7547956189746,True,False
230,2,19.870464753610804,37.109985178519025,False,False
231,2,19.250352232138372,39.0486873868845,False,False
232,2,18.88095222177647,41.66067656823228,False,False
233,2,17.882932565030764,43.34539541176277,False,False
234,2,16.889453077020622,46.32514503755751,False,False
235,2,16.04686873478636,49.68514617592666,False,False
236,2,14.801074288113336,53.47673423062423,False,False
237,2,13.877129875034468,58.83262179424841,False,False
238,2,13.105368737198141,64.30714159353337,False,False
239,2,12.897333532234022,69.77952370384972,False,False
240,2,12.392543174587145,76.8452020230842,False,False
241,2,12.231988152652377,82.05921510584615,False,False
242,2,11.532803121743145,89.59412992144298,False,False
243,2,10.397570759467909,95.53451518784242,False,False
244,2,9.403194251005072,102.51883920228973,False,False
245,2,8.134151887892237,109.06007986397206,False,False
246,2,7.443616124010075,120.5544649102159,False,False
247,2,6.25298659149332,126.80374440531803,False,False
248,2,5.420268072749345,132.5919451351051,False,False
249,2,4.344693798301825,137.51496029883458,False,False
250,2,2.34931269547895,142.00572364678354,False,False
251,2,1.2478543095534247,145.5076745552704,False,False
252,2,0.7049838626383008,148.37211374519748,False,False
253,2,0.11798885430516902,150.16212538107342,False,False
254,2,0.6654351755850141,152.64319873874874,False,False
255,2,1.5617768400387306,153.49940531974983,False,False
256,2,2.4781043107295644,154.56729445784532,False,False
257,2,3.1048659264836815,155.8951775631402,False,False
258,2,3.721651130543042,157.55992940523993,False,False
259,2,3.949660374742876,159.72095375255762,False,False
260,2,3.942305163217506,160.74460071593464,False,False
261,2,3.9663146126540405,162.19244525569405,False,False
262,2,3.840084736290996,164.58469746366163,False,False
263,2,3.9605946490072363,166.74754928619885,False,False
264,2,4.083780008245217,167.90125194758974,False,False
265,2,4.355664420237315,167.87367757107882,False,False
266,2,4.583957091661377,168.3982745686176,False,False
267,2,4.729359791068637,168.95071743448634,False,False
268,2,5.078269002843265,168.7797273278698,False,False
269,2,5.310932234779586,168.74823040886812,False,False
270,2,5.577365286678339,168.7368856502792,False,False
271,2,5.858994326751558,168.46050269879163,False,False
272,2,6.165915558419339,168.18791939292132,False,False
273,2,6.199967341921033,168.20841839257477,False,False
274,2,6.20842383639827,168.04682675150931,False,False
275,2,6.421794065584872,167.87930868360473,False,False
276,2,6.538527648569337,167.69953622669107,False,False
277,2,6.530250840542777,167.61775634961037,False,False
278,2,6.643663282408599,167.29466466951033,False,False
279,2,6.927873863389863,166.60581677474218,False,False
280,2,7.440152403610237,165.67272655485365,False,False
281,2,7.816416190164217,165.13162824545026,False,False
282,2,8.283509921671747,164.29395313519592,False,False
283,2,8.693050616248671,163.61420596143753,False,False
284,2,8.910407347918344,163.40766422207355,False,False
285,2,9.078128570336618,163.23394642874288,False,False
286,2,9.111150497475874,163.31172280119802,False,False
287,2,9.080001663473896,163.4574562695956,False,False
288,2,9.000705646563373,163.6094195489062,False,False
289,2,8.843445303257091,163.84300219822316,False,False
290,2,8.746024478141061,164.03571215196067,False,False
291,2,8.5908401197144,164.32698243302963,False,False
292,2,8.365782003997145,164.79610929599272,False,False
293,2,8.273480594320803,165.06153914079195,False,False
294,2,8.21798079976003,165.23318739218362,False,False
295,2,8.191293741201333,165.30714335568814,False,False
296,2,8.18464068893079,165.3563939366183,False,False
297,2,8.14817305922225,165.46039366308656,False,False
298,2,8.130431444914565,165.4156578659547,False,False
299,2,8.05516955510459,165.45166859924592,False,False
300,2,7.984820992606385,165.40048815102412,False,False
301,2,7.92976292860289,165.3088989134245,False,False
302,2,7.864973403054395,165.31491227109683,False,False
303,2,7.789933134997932,165.37919748768448,False,False
304,2,7.747532709007927,165.40698263208637,False,False
305,2,7.692466641629108,165.48460616237125,False,False
306,2,7.674258724894134,165.52873430247863,False,False
307,2,7.629449801984374,165.67455713946077,False,False
308,2,7.607840177011614,165.83063540550935,False,False
309,2,7.6046768887916825,166.07524126925037,False,False
310,2,7.599830333097915,166.49820392122123,False,False
311,2,7.61209130161164,166.79703792663446,False,False
312,2,7.6645019161172945,166.90961458248654,False,False
313,2,7.706746255460079,167.21977565883577,False,False
314,2,7.736864811237856,167.49200666195918,False,False
315,2,7.743645933014164,167.68884884037678,False,False
316,2,7.765117414491673,167.72521028969066,False,False
317,2,7.86596502958508,167.7157692713612,False,False
318,2,7.892859344484121,167.80551783192055,False,False
319,2,7.686269283899043,168.09624481945397,False,False
320,2,7.448663126278644,168.49063458802883,False,False
321,2,7.283243999563306,168.70560229779093,False,False
322,2,6.9723301350119895,168.82200835770243,False,False
323,2,6.804430498724314,168.46549094085182,False,False
324,2,6.75695685453376,167.62576902500598,False,False
325,2,6.328824542027414,165.68723523291692,False,False
326,2,6.403710898031214,163.24585580410968,False,False
327,3,6.457330256392713,159.16595494838919,False,False
328,3,6.417982989249136,155.972306798688,False,False
329,3,6.249687658178059,152.40184655482116,False,False
330,3,6.147260105239127,149.4440787212617,False,False
331,3,6.1385290412589795,143.84125409550953,False,False
332,3,6.500767797000244,136.33197963138844,False,False
333,3,7.043006901128249,128.90182673691834,False,False
334,3,7.243530890490183,120.06989451190539,False,False
335,3,7.547872418975355,108.52402228183642,False,False
336,3,7.615305438754155,96.30968523854533,False,False
337,3,7.7995254569158545,83.88501754307808,False,False
338,3,8.06200600118926,75.60299317553948,False,False
339,3,8.262069219944538,66.21475903761036,False,False
340,3,8.259366063176497,59.987940213604375,False,False
341,3,8.15843974293334,54.76144083006107,False,False
342,3,7.979373339345836,50.650128227538765,False,False
343,3,7.461529077253443,46.48255613171315,False,False
344,3,7.2108734807283605,44.020802855849176,False,False
345,3,7.203148929458357,44.11573736340517,False,False
346,3,6.977894654963221,43.35667286226228,False,False
347,3,6.516787003084509,41.304537356131064,False,False
348,3,6.1569809501884505,40.15157155834333,False,False
349,3,5.805780620335805,39.02537806679808,False,False
350,3,5.6475504130414995,38.260979352509835,False,False
351,3,5.6038874255395745,37.788272658223356,False,False
352,3,5.540611628421281,37.52465984775956,False,False
353,3,5.52316834485343,37.404288538324856,False,False
354,3,5.394159598479825,37.525340364493864,False,False
355,3,5.288731130979679,37.36355983828949,False,False
356,3,5.219616059601994,37.31086053679101,False,False
357,3,5.055954130273838,37.16269668432065,False,False
358,3,4.99196619170546,37.135942346617256,False,False
359,3,4.969883911273906,36.79449913179176,False,False
360,3,4.976326224378525,36.9016957831339,False,False
361,3,5.394510207371827,38.09713765473041,False,False
362,3,5.7453315351188445,39.88892841793421,False,False
363,3,5.864711483941324,42.16136938249809,False,False
364,3,6.682241209408825,47.491624214779755,False,False
365,3,6.924677355123175,51.09701208486681,False,False
366,3,7.100805802533631,55.273725910765606,False,False
367,3,7.148515223422879,59.98945132445946,False,False
368,3,7.263469216607143,67.61782372275798,False,False
369,3,7.690463018106392,75.22868041613813,False,False
370,3,7.796770921563111,82.19060325424607,False,False
371,3,7.732978132509652,89.53024208574023,False,False
372,3,7.673367289245915,102.17792144466318,False,False
373,3,7.611524826642859,110.14119139763791,False,False
374,3,7.624945148038595,115.79925426321444,False,False
375,3,7.709609649482252,120.80019516549915,False,False
376,3,7.6888068964565415,125.5137541606634,False,False
377,3,7.722589178267608,128.89384877385055,False,False
378,3,7.714561976374219,133.2742948406831,False,False
379,3,7.688174131922219,136.35994409106527,False,False
380,3,7.704594668692413,140.31828432078504,False,False
381,3,7.734751451034698,144.00635445627697,False,False
382,3,7.812616441642661,146.34404275897188,False,False
383,3,7.925492127853287,147.8552374826064,False,False
384,3,8.023294458212508,149.89762576358405,False,False
385,3,8.097163636071963,151.67583970258335,False,False
386,3,8.23981055884517,152.897044403397,False,False
387,3,8.433640557661679,153.7942827029646,False,False
388,3,8.456946000489506,155.89544071689596,False,False
389,3,8.453996248707629,158.5651409826062,False,False
390,3,8.442602679135208,160.25505056606974,False,False
391,3,8.33722911255015,161.80875291578909,False,False
392,3,8.107650691281396,162.82358707986032,False,False
393,3,8.005021490556368,164.6964959046651,False,False
394,3,7.734959462359046,166.4823649957842,False,False
395,3,7.4846912685383336,167.82283462659413,False,False
396,3,7.007923343505684,169.08720253426898,False,False
397,3,6.863793712962695,169.71603275126978,False,False
398,3,6.754060829124841,170.24997162225617,False,False
399,3,6.70609816603926,170.57053811949285,False,False
400,3,6.736174658062921,171.14293685008238,False,False
401,3,6.799705668001253,171.50365607553545,False,False
402,3,6.834148457986818,172.22978508940787,False,False
403,3,6.912284023562796,172.5937581929475,False,False
404,3,6.881397972660357,173.1323077636325,False,False
405,3,6.798856323644799,173.64914913232542,False,False
406,3,6.706959504167713,174.07811006555067,False,False
407,3,6.626637551136635,174.4082988845206,False,False
408,3,6.570212647981641,174.585609448875,False,False
409,3,6.537119197824898,174.66347541433535,False,False
410,3,6.568137933491297,174.69279840956492,False,False
411,3,6.574906555310925,174.6173827499112,False,False
412,3,6.617513793963884,174.4348976124406,False,False
413,3,6.792830211622689,173.68991542814157,False,False
414,3,7.334317013856963,171.95483701500754,False,False
415,3,7.65830434346102,170.51192171839713,False,False
416,3,7.7306922266105556,168.76214807527455,False,False
417,3,7.511709542770962,168.44203692237633,False,False
418,3,7.395595829677252,166.85137022736856,False,False
419,3,7.324539545699903,164.55467632044386,False,False
420,3,7.493207068427459,161.85797780072747,False,False
421,3,7.5597108992908435,158.66710811325206,False,False
422,3,7.2645314850633635,155.61688638096015,False,False
423,-1,7.702823883994255,151.53953590833328,False,True
424,-1,8.221094862962254,146.4141765645388,False,True
425,-1,8.628603178309321,141.42577392127512,False,True
426,-1,8.81547271659754,132.86900603766395,False,True
427,-1,8.959182596076454,125.98217791935951,False,True
428,-1,8.923504933557497,114.75407832537994,False,True
429,-1,8.91712368713182,106.33670471933979,False,True
430,-1,8.959954411731758,96.3969665713265,False,True
431,-1,8.995738814004314,82.73758939483048,False,True
432,-1,9.398080250449908,72.58401266397881,False,True
433,-1,10.039287623607544,61.276252888256245,False,True
434,-1,9.171972653753613,55.005448902326826,False,True
435,-1,8.681269235578622,49.69286987878336,False,True
436,-1,8.402550227978743,46.93734709919592,False,True
437,-1,8.180514891838776,45.69923799169684,False,True
438,-1,7.74870787276034,44.3894061424076,False,True
439,-1,7.503392808905568,43.1614498268081,False,True
440,-1,7.111509175329237,40.88621264548176,False,True
441,-1,6.885923907492733,39.57414771130936,False,True
442,-1,6.490841834904034,37.806481739530064,False,True
